女,1,ATTACKLINE,98,3,53,136,12,6,96,37,68,54,146,54,122,71
女,1,匯竑國際,76,1,38,144,4,7,75,45,83,48,170,39,135,49
女,2,台電公司,97,3,58,172,10,11,95,49,90,51,157,70,159,79
女,2,中國人纖,92,1,51,152,8,9,92,45,89,38,161,54,148,68
男,1,國訓中心,76,3,37,87,10,8,73,43,54,27,59,39,84,55
男,1,桃園石易,62,0,33,88,8,4,64,40,69,25,77,31,90,45
男,2,台電公司,94,3,46,86,9,6,91,51,66,22,86,44,83,61
男,2,MIZUNO,81,1,49,112,7,4,79,62,84,21,76,56,106,60
女,3,匯竑國際,52,0,30,91,6,1,52,31,67,27,96,29,89,37
女,3,台電公司,75,3,40,95,7,7,72,27,43,39,96,36,87,54
女,4,中國人纖,94,3,52,112,5,6,93,34,59,55,146,31,110,63
女,4,ATTACKLINE,69,1,39,123,10,4,70,44,88,36,127,49,119,53
男,3,長力男排,69,1,34,99,8,3,70,44,82,17,86,35,98,45
男,3,台電公司,92,3,48,90,14,5,93,40,59,22,93,33,84,67
男,4,桃園石易,88,1,46,115,14,3,89,49,81,29,85,41,115,63
男,4,MIZUNO,92,3,46,105,15,3,91,51,77,19,83,44,103,64
女,5,ATTACKLINE,60,0,33,94,2,3,60,32,61,36,123,24,86,38
女,5,台電公司,75,3,40,92,15,2,73,30,54,38,85,22,85,57
男,5,國訓中心,92,1,52,118,14,3,93,56,78,26,97,48,111,69
男,5,長力男排,100,3,49,102,14,3,99,50,76,25,93,44,105,66
男,6,台電公司,75,3,40,62,8,0,73,33,42,17,46,27,61,48
男,6,桃園石易,54,0,30,73,6,1,56,38,61,12,53,32,76,37
男,7,MIZUNO,99,2,51,119,10,4,98,47,87,26,109,43,112,65
男,7,國訓中心,107,3,50,111,15,6,107,50,78,27,86,46,110,71
男,8,長力男排,57,0,31,80,4,4,59,45,66,14,64,39,81,39
男,8,台電公司,75,3,40,83,9,5,72,31,52,26,65,35,78,54
女,6,台電公司,75,3,39,91,9,2,74,29,40,32,91,28,80,50
女,6,ATTACKLINE,49,0,30,87,2,2,50,27,65,26,109,22,81,34
男,9,MIZUNO,75,3,40,91,6,9,72,22,61,18,60,32,78,55
男,9,長力男排,68,0,29,69,9,6,69,10,59,9,51,20,68,44
男,10,桃園石易,95,3,45,96,17,3,93,15,74,13,73,23,91,65
男,10,國訓中心,87,1,50,119,10,5,88,18,87,9,62,23,105,65
女,7,ATTACKLINE,94,1,56,141,7,3,90,10,89,20,126,15,119,66
女,7,中國人纖,99,3,55,124,8,6,97,10,85,17,135,13,114,69
女,8,中國人纖,95,3,62,159,5,2,93,17,83,27,143,25,147,69
女,8,ATTACKLINE,90,1,46,147,14,8,91,15,87,19,136,16,132,68
男,11,台電公司,78,3,39,81,9,4,77,10,57,8,45,14,75,52
男,11,長力男排,64,0,43,90,7,1,64,21,72,11,62,27,84,51
男,12,國訓中心,78,3,42,75,5,5,76,7,56,7,46,11,66,52
男,12,MIZUNO,66,0,34,83,12,2,67,11,66,10,56,18,77,48
男,13,國訓中心,102,2,59,134,11,2,101,14,92,12,87,24,130,72
男,13,台電公司,108,3,52,134,14,2,107,20,84,19,89,24,113,68
男,14,桃園石易,105,2,51,129,17,4,107,17,99,13,109,25,118,72
男,14,MIZUNO,116,3,51,137,13,5,112,13,79,13,104,13,121,69
女,9,台電公司,75,3,41,72,8,3,72,11,30,13,75,18,52,52
女,9,匯竑國際,37,0,23,82,0,1,39,4,68,3,71,5,74,24
女,10,匯竑國際,48,0,25,89,3,0,48,8,63,14,82,12,88,28
女,10,台電公司,75,3,40,95,10,5,69,24,46,23,65,35,85,55
男,15,長力男排,75,3,42,66,10,1,73,7,46,7,40,16,65,53
男,15,桃園石易,55,0,33,79,7,0,57,25,64,8,38,37,74,40
男,16,台電公司,116,3,56,120,18,5,111,27,93,15,74,31,111,79
男,16,國訓中心,107,2,68,143,9,3,106,27,103,15,71,38,131,80
女,11,台電公司,75,3,44,95,9,3,74,29,61,13,116,31,77,56
女,11,中國人纖,67,0,40,104,2,0,65,19,63,13,97,26,84,42
男,17,長力男排,80,1,35,80,5,1,81,37,77,5,90,34,78,41
男,17,台電公司,93,3,54,96,10,5,88,40,72,14,81,52,95,69
男,18,MIZUNO,96,3,55,114,8,4,95,26,76,6,88,31,105,67
男,18,桃園石易,82,1,39,105,7,3,83,27,82,14,112,37,95,49
女,12,中國人纖,86,1,44,158,8,4,86,21,86,22,170,41,136,56
女,12,台電公司,98,3,56,159,10,2,98,18,78,28,166,41,138,68
男,19,MIZUNO,95,1,45,118,5,1,96,29,85,8,125,40,109,51
男,19,長力男排,101,3,61,133,9,2,100,33,89,24,97,58,121,72
男,20,桃園石易,56,0,30,71,5,1,56,17,61,4,57,20,67,36
