女,1,台電公司,75,3,43,98,5,8,71,13,45,18,74,25,82,56
女,1,中國人纖,51,0,22,78,9,1,53,5,61,7,80,7,68,32
女,2,ATTACKLINE,108,3,56,192,8,6,107,11,91,20,160,11,171,70
女,2,極速超跑,101,2,59,198,7,3,103,15,91,37,195,25,168,69
男,1,長力男排,92,1,56,112,3,1,91,15,75,8,81,18,108,60
男,1,conti,98,3,57,115,12,4,97,14,78,13,67,20,103,73
男,2,台電公司,78,3,41,96,5,6,76,13,52,18,65,23,88,52
男,2,MIZUNO,64,0,26,83,9,2,64,8,65,4,64,10,75,37
女,3,中國人纖,105,3,65,199,10,6,105,26,95,20,175,29,180,81
女,3,ATTACKLINE,105,2,62,200,5,3,103,20,94,26,175,32,175,70
女,4,極速超跑,46,0,21,90,3,0,46,3,60,4,72,6,83,24
女,4,台電公司,75,3,32,84,10,6,73,10,39,17,77,17,77,48
男,3,MIZUNO,93,2,44,121,12,3,91,13,89,7,83,14,110,59
男,3,長力男排,112,3,54,119,13,4,109,13,82,10,83,24,116,71
男,4,conti,70,1,38,116,4,3,66,20,83,10,69,22,104,45
男,4,台電公司,97,3,47,89,9,1,96,17,57,16,87,21,81,57
男,5,長力男排,50,0,30,82,2,5,52,15,69,1,55,13,78,37
男,5,台電公司,75,3,38,66,7,5,70,18,37,17,48,29,62,50
男,6,conti,86,1,41,127,5,3,84,18,82,15,87,19,115,50
男,6,MIZUNO,99,3,45,114,12,1,98,12,67,17,84,18,98,58
女,5,中國人纖,98,3,55,163,12,3,96,18,74,17,149,23,140,70
女,5,極速超跑,80,1,47,161,4,1,76,20,88,20,149,20,130,52
女,6,ATTACKLINE,51,0,30,104,1,0,49,5,61,15,97,11,97,31
女,6,台電公司,75,3,48,108,5,5,73,16,47,18,85,26,96,58
女,7,極速超跑,103,3,71,221,5,5,101,22,91,42,211,34,187,81
女,7,ATTACKLINE,98,2,53,194,9,5,97,21,90,28,179,26,173,67
女,8,台電公司,100,3,50,154,12,10,98,23,82,15,113,24,137,72
女,8,中國人纖,94,1,45,138,7,4,95,15,84,19,121,12,117,56
男,7,MIZUNO,92,1,54,114,9,4,93,14,82,12,74,18,100,67
男,7,長力男排,100,3,61,124,9,4,99,15,80,11,78,21,112,74
男,8,台電公司,98,3,53,102,9,5,93,19,62,15,82,23,95,67
男,8,conti,72,1,41,121,5,4,72,25,90,14,64,26,107,50
男,9,conti,92,1,53,96,13,3,72,28,74,9,52,31,84,69
男,9,MIZUNO,95,3,44,92,12,4,73,22,63,6,57,28,70,60
男,10,台電公司,98,3,58,101,7,2,96,37,71,10,70,29,91,67
男,10,長力男排,88,1,60,122,7,8,86,43,90,8,69,34,112,75
女,9,極速超跑,71,1,41,143,4,1,72,21,86,19,154,20,124,46
女,9,台電公司,96,3,58,154,10,2,95,23,65,25,153,21,133,70
女,10,台電公司,98,3,57,146,13,4,97,30,72,25,137,39,127,74
女,10,極速超跑,83,1,44,145,6,2,85,26,84,22,144,23,124,52
男,11,MIZUNO,110,2,66,144,14,2,102,48,103,23,105,51,140,82
男,11,台電公司,116,3,65,140,15,5,114,34,94,13,99,44,130,85
男,12,長力男排,95,3,63,100,9,4,94,41,67,24,71,51,93,76
男,12,conti,77,1,44,106,8,4,78,32,84,9,84,25,93,56
女,11,ATTACKLINE,54,0,31,117,6,0,55,25,64,17,102,31,102,37
女,11,中國人纖,75,3,47,117,10,4,71,19,50,24,118,31,93,61
女,12,極速超跑,58,0,39,124,3,0,59,31,70,36,127,44,111,42
女,12,台電公司,76,3,46,118,8,2,75,23,52,21,111,37,91,56
男,13,台電公司,75,3,38,63,13,3,72,26,42,4,45,23,58,54
男,13,conti,46,0,32,87,1,1,48,44,65,19,59,49,86,34
男,14,MIZUNO,103,3,57,118,16,5,102,18,83,15,94,25,110,78
男,14,長力男排,99,2,66,131,13,0,99,26,93,10,95,22,119,79
女,13,台電公司,75,3,35,101,11,4,74,14,39,16,111,18,85,50
女,13,ATTACKLINE,50,0,22,109,4,0,51,21,63,11,98,27,101,26
女,14,中國人纖,93,3,56,174,5,2,93,39,90,52,166,66,160,63
女,14,極速超跑,100,2,65,174,11,4,100,40,89,48,184,41,151,80
男,15,conti,59,0,36,91,5,1,60,25,64,9,86,22,79,42
男,15,MIZUNO,77,3,41,88,11,2,75,16,53,10,67,18,79,54
男,16,conti,60,0,33,89,3,4,58,6,70,1,76,3,73,40
男,16,MIZUNO,76,3,39,81,10,5,74,0,51,3,65,4,78,54
男,17,台電公司,99,3,61,99,11,4,99,8,69,1,118,9,72,76
男,17,長力男排,80,1,50,107,7,2,78,6,85,1,98,9,85,59
女,15,中國人纖,54,0,27,103,6,2,54,19,68,12,117,27,86,35
女,15,ATTACKLINE,75,3,45,108,3,2,73,24,52,18,100,55,89,50
女,16,ATTACKLINE,102,2,56,212,8,2,103,43,104,42,252,31,155,66
女,16,中國人纖,106,3,67,197,14,2,102,33,94,44,251,34,146,83
男,18,MIZUNO,94,2,55,130,11,4,95,17,96,8,87,31,109,70
男,18,台電公司,109,3,57,117,9,7,108,19,81,9,107,33,95,73
男,19,長力男排,75,3,45,79,11,1,72,22,53,6,67,12,60,57
男,19,conti,60,0,32,81,2,1,61,11,61,7,67,15,71,35
女,17,中國人纖,83,1,47,151,3,5,84,20,85,33,145,54,117,55
女,17,台電公司,98,3,51,138,18,1,98,17,72,29,126,38,110,70
女,18,ATTACKLINE,102,2,55,209,6,1,102,12,92,42,229,13,178,62
女,18,極速超跑,101,3,65,212,4,3,102,32,90,53,276,36,168,72
男,20,conti,112,2,68,125,11,3,113,47,94,12,91,65,114,82
男,20,長力男排,114,3,72,120,7,5,113,22,98,12,79,38,112,84
女,19,台電公司,78,3,44,135,5,6,77,24,58,25,134,39,104,55
女,19,ATTACKLINE,62,0,40,135,5,1,64,10,69,17,145,23,111,46
女,20,極速超跑,57,0,32,122,5,0,58,9,66,24,138,15,90,37
女,20,中國人纖,75,3,42,118,11,3,73,16,54,33,127,26,93,56
男,21,長力男排,75,3,40,79,7,1,71,24,51,19,83,22,63,48
男,21,MIZUNO,56,0,29,98,8,1,58,22,64,15,94,12,81,38
女,21,台電公司,75,3,40,110,13,4,73,7,54,9,90,21,96,57
女,21,中國人纖,62,0,36,113,4,1,63,14,61,17,102,32,106,41
女,22,極速超跑,91,1,53,221,8,3,90,9,84,26,196,29,217,64
女,22,ATTACKLINE,96,3,53,211,7,5,94,21,83,41,205,37,202,65
男,22,MIZUNO,79,1,50,115,5,3,80,25,82,8,82,34,118,58
男,22,台電公司,98,3,56,102,12,1,94,29,71,6,76,47,99,69
女,23,中國人纖,79,3,46,132,4,5,76,20,57,25,112,31,115,55
女,23,極速超跑,65,0,39,124,3,5,67,11,66,20,117,21,117,47
女,24,ATTACKLINE,41,0,19,106,2,0,41,24,64,16,105,31,105,21
女,24,台電公司,75,3,50,104,9,2,71,11,36,17,88,30,99,61
男,23,台電公司,95,3,60,115,7,2,93,33,82,10,96,45,109,69
男,23,長力男排,92,1,55,127,9,3,92,28,81,12,85,39,121,67
女,25,中國人纖,75,3,53,120,8,3,68,12,55,17,101,22,113,64
女,25,ATTACKLINE,59,0,37,111,3,3,52,9,69,9,88,20,104,43
女,26,極速超跑,61,0,29,151,7,2,60,8,69,8,150,6,143,38
女,26,台電公司,76,3,33,148,3,4,68,22,54,34,131,36,129,40
男,24,conti,73,1,45,117,5,1,73,12,82,8,77,17,109,51
男,24,台電公司,92,3,50,98,10,2,88,15,62,8,66,27,93,62
男,25,MIZUNO,106,2,64,143,12,5,105,16,106,6,94,21,136,81
男,25,長力男排,112,3,68,134,10,2,105,18,93,14,115,30,129,80
女,27,台電公司,75,3,44,111,9,2,71,15,46,16,91,19,103,55
女,27,極速超跑,51,0,25,106,3,1,53,8,63,4,110,6,104,29
女,28,ATTACKLINE,56,0,30,114,4,2,57,20,65,16,98,31,113,36
女,28,中國人纖,75,3,43,115,6,5,72,7,50,12,96,16,112,54
男,26,台電公司,75,3,40,80,10,5,70,17,51,5,53,22,77,55
男,26,MIZUNO,62,0,29,80,9,4,62,3,65,1,47,7,79,42
男,27,長力男排,75,3,44,76,11,1,67,11,49,2,53,14,72,56
男,27,conti,54,0,34,82,3,0,56,12,66,2,57,7,79,37
男,28,conti,107,3,50,108,8,7,103,26,81,21,74,28,93,65
男,28,MIZUNO,102,2,64,120,11,6,104,13,88,8,78,22,106,81
男,29,台電公司,75,3,39,61,8,2,73,8,53,2,42,6,59,49
男,29,長力男排,60,0,38,76,5,1,63,11,60,1,47,6,70,44
女,29,台電公司,75,3,38,109,6,7,73,10,45,19,91,17,96,51
女,29,ATTACKLINE,51,0,26,98,4,0,46,4,62,9,86,7,99,30
男,30,長力男排,75,3,47,88,7,3,74,2,50,2,57,12,82,57
男,30,conti,57,0,26,77,5,3,59,4,66,4,44,6,84,34
男,31,MIZUNO,91,2,58,129,11,6,90,5,94,1,66,15,126,75
男,31,台電公司,105,3,62,123,15,3,99,9,83,2,77,18,122,80
女,30,ATTACKLINE,57,0,30,101,6,0,57,7,60,2,75,8,98,36
女,30,台電公司,75,3,43,93,5,8,73,12,51,7,70,19,95,56
女,31,台電公司,107,3,54,181,17,4,107,4,87,9,133,8,176,75
女,31,中國人纖,99,2,60,192,6,2,96,4,93,4,156,12,187,68
女,32,極速超跑,107,3,72,213,4,2,106,3,105,7,175,8,209,78
女,32,ATTACKLINE,113,2,70,211,8,2,113,3,90,7,177,6,199,80
男,32,conti,54,0,37,99,2,1,55,12,64,8,57,11,98,40
男,32,MIZUNO,75,3,41,82,15,2,73,2,51,3,52,2,81,58
女,33,中國人纖,93,2,48,158,6,4,91,6,89,6,117,9,151,58
女,33,台電公司,108,3,62,153,11,9,109,10,82,11,119,10,152,82
女,34,ATTACKLINE,103,2,68,214,7,2,102,5,97,15,169,13,211,77
女,34,極速超跑,103,3,72,224,5,4,100,6,97,12,184,12,220,81
男,33,台電公司,75,3,46,79,9,0,71,1,42,5,54,5,76,55
男,33,conti,49,0,30,90,0,1,51,8,66,5,48,3,88,31
女,35,台電公司,111,3,70,199,9,1,109,34,89,36,167,39,191,80
女,35,ATTACKLINE,97,2,51,179,7,1,96,31,91,33,180,40,170,59
女,36,中國人纖,75,3,43,122,3,3,73,20,46,33,103,38,120,49
女,36,極速超跑,52,0,26,119,6,2,53,6,62,8,106,20,115,34
男,34,長力男排,59,0,33,75,7,2,58,9,60,2,38,10,71,42
男,34,台電公司,75,3,43,70,8,5,73,16,53,10,51,16,67,56
女,37,極速超跑,66,0,37,142,6,1,67,14,64,22,146,23,136,44
女,37,中國人纖,75,3,41,153,9,2,71,20,63,33,134,45,149,52
男,35,台電公司,75,3,47,94,7,1,71,10,54,10,94,10,88,55
男,35,conti,60,0,33,105,6,1,61,22,65,7,89,21,101,40
男,36,MIZUNO,77,3,42,77,2,6,75,13,52,5,64,11,72,50
男,36,長力男排,60,0,34,78,5,3,61,18,67,5,47,20,79,42
男,37,conti,63,0,38,90,7,3,64,4,68,6,80,8,85,48
男,37,長力男排,77,3,51,91,8,2,72,8,61,13,58,21,85,61
男,38,台電公司,75,3,37,74,8,3,72,4,45,8,64,8,70,48
男,38,MIZUNO,54,0,31,84,7,1,56,11,63,8,65,20,82,39
女,38,極速超跑,99,3,61,168,6,7,96,13,72,24,182,20,157,74
女,38,ATTACKLINE,81,1,58,179,1,4,81,11,89,24,182,20,168,63
女,39,中國人纖,86,1,47,150,4,2,86,12,76,11,168,19,139,53
女,39,台電公司,96,3,52,155,12,7,94,15,78,19,136,18,148,71
女,40,ATTACKLINE,99,1,52,175,10,2,98,8,92,25,195,16,162,64
女,40,中國人纖,103,3,72,203,6,7,98,24,95,37,172,38,193,85
女,41,台電公司,105,3,75,197,8,3,105,27,99,31,175,46,189,86
女,41,極速超跑,104,2,52,166,10,1,104,17,86,24,187,35,161,63
男,39,MIZUNO,76,3,33,86,9,5,73,18,57,8,71,21,77,47
男,39,conti,65,0,37,98,5,3,65,11,67,16,77,12,97,45
男,40,長力男排,60,0,31,77,6,1,60,15,60,11,62,17,73,38
男,40,台電公司,75,3,40,69,9,3,72,6,48,9,54,11,68,52
女,42,ATTACKLINE,99,2,56,145,3,4,85,39,74,41,176,32,103,63
女,42,台電公司,98,3,64,167,8,3,97,48,94,61,212,33,137,75
女,43,中國人纖,85,1,46,174,6,2,83,39,78,47,223,26,120,54
女,43,極速超跑,85,3,49,171,6,5,83,33,81,54,210,23,141,60
男,41,台電公司,105,2,65,126,12,5,106,55,100,22,125,55,114,82
男,41,conti,111,3,64,135,12,4,110,55,93,18,135,51,111,80
男,42,MIZUNO,90,1,54,109,7,4,91,49,87,19,128,45,87,65
男,42,長力男排,98,3,64,117,5,1,95,48,79,23,118,58,94,70
女,44,極速超跑,102,2,55,188,13,5,103,56,96,77,239,55,144,73
女,44,中國人纖,108,3,71,199,12,2,108,49,92,78,229,34,151,85
男,43,conti,83,1,55,121,4,2,84,58,85,19,127,65,99,61
男,43,台電公司,97,3,59,106,14,1,95,58,75,17,103,55,89,74
男,44,長力男排,111,3,61,146,11,3,110,65,98,36,148,82,131,75
男,44,MIZUNO,119,2,75,146,10,5,119,73,99,53,170,76,127,90
女,45,台電公司,100,3,64,165,8,4,99,36,73,35,144,32,166,76
女,45,中國人纖,77,1,51,167,8,2,77,57,94,44,132,30,170,61
女,46,ATTACKLINE,58,0,35,130,3,1,60,23,62,38,103,16,127,39
