男,1,conti,56,0,33,82,1,3,55,26,59,9,87,19,67,37
男,1,雲林Mizuno,75,3,46,75,11,1,72,22,49,11,66,28,64,58
女,1,愛山林,82,1,47,184,6,3,83,30,94,33,213,26,134,56
女,1,臺北鯨華,104,3,55,186,5,2,99,23,74,70,210,47,149,62
女,2,中國人纖,69,1,42,165,9,3,70,22,95,27,204,20,121,54
女,2,台電公司,101,3,63,162,10,5,100,27,62,27,211,29,115,78
男,2,長力男排,50,0,30,89,4,0,52,25,62,13,64,18,73,34
男,2,台電公司,75,3,35,69,9,3,70,22,43,10,77,15,52,47
女,3,臺北鯨華,99,3,62,166,9,4,96,26,83,38,183,26,120,75
女,3,愛山林,88,1,54,153,7,4,86,20,88,29,183,23,115,66
女,4,台電公司,75,3,46,109,3,4,71,8,32,28,136,16,73,53
女,4,極速超跑,38,0,25,119,2,0,40,10,69,17,143,11,92,27
男,3,台電公司,75,3,46,109,3,4,71,8,32,28,136,16,73,53
男,3,極速超跑,38,0,25,119,2,0,40,10,69,17,143,11,92,27
男,4,桃園台灣產險,79,1,45,102,6,3,77,9,84,15,100,13,88,54
男,4,長力男排,98,3,52,106,4,6,96,12,64,14,110,21,83,62
男,5,雲林Mizuno,55,0,33,73,5,3,56,1,65,1,73,12,65,41
男,5,長力男排,75,3,50,81,10,3,72,6,49,1,69,12,65,63
男,6,conti,109,3,64,139,9,3,108,15,85,6,133,17,116,76
男,6,桃園台灣產險,98,2,60,141,14,4,97,18,101,13,133,27,118,78
女,5,極速超跑,75,3,42,109,7,6,71,16,43,24,120,18,80,55
女,5,愛山林,48,0,26,108,7,0,48,14,69,14,140,10,83,33
女,6,中國人纖,75,3,49,94,8,5,71,12,50,10,110,26,68,62
女,6,臺北鯨華,53,0,32,100,0,4,55,27,64,26,132,29,72,36
女,7,愛山林,97,3,62,145,8,5,96,32,72,35,174,23,104,75
女,7,中國人纖,85,1,49,133,9,3,85,39,87,27,158,33,108,61
女,8,臺北鯨華,64,0,41,143,4,1,65,31,72,21,141,12,115,46
女,8,極速超跑,82,3,50,118,11,4,77,30,59,38,149,37,82,65
男,7,長力男排,75,3,42,83,10,3,75,16,41,17,71,35,65,55
男,7,conti,46,0,26,84,4,2,47,17,64,15,87,28,75,32
男,8,桃園台灣產險,64,0,26,63,4,0,65,18,58,7,50,14,56,30
