男,1,臺北Conti,79,3,38,78,9,4,72,8,41,3,30,6,53,51
男,1,桃園臺灣產險,64,0,34,79,7,2,61,19,55,5,45,17,69,43
女,2,臺北鯨華,84,1,44,151,5,1,82,23,83,24,96,30,116,50
女,2,高雄台電,96,3,55,159,11,6,95,29,71,35,115,35,128,72
男,3,連莊排球隊,108,3,68,113,7,2,104,35,82,16,78,30,92,77
男,3,屏東台電,103,2,61,122,14,4,102,45,90,7,63,35,108,79
女,4,極速超跑,75,3,41,96,7,8,73,31,54,29,59,24,88,56
女,4,新北中纖,59,0,33,103,5,3,60,21,63,22,72,15,92,41
男,5,屏東台電,75,3,42,84,12,5,72,27,51,16,45,23,70,59
男,5,臺北Conti,58,0,32,83,9,0,58,26,65,9,43,25,74,41
男,6,桃園臺灣產險,104,2,52,116,10,9,103,39,81,13,67,23,95,71
男,6,連莊排球隊,110,3,52,96,9,5,104,32,78,15,49,29,78,66
男,7,桃園臺灣產險,75,3,38,71,14,6,72,17,50,11,40,10,54,58
男,7,彰化三大有線,61,0,32,75,2,5,62,23,59,8,36,8,62,39
女,8,新北中纖,72,0,52,135,4,3,74,26,75,38,111,7,101,59
女,8,臺北鯨華,81,3,51,148,7,7,79,24,68,52,107,19,128,65
女,9,凱撒飯店連鎖,48,0,35,118,1,1,50,19,66,32,91,1,93,37
女,9,高雄台電,75,3,44,109,3,9,73,23,44,47,85,15,91,56
男,10,彰化三大有線,83,1,51,103,5,2,83,42,89,14,45,3,89,58
男,10,雲林美津濃,100,3,47,88,10,6,100,23,59,9,48,6,72,63
女,11,高雄台電,100,3,57,164,16,2,99,36,75,54,122,17,136,75
女,11,新北中纖,85,1,46,155,4,4,85,24,87,40,121,8,124,54
女,12,臺北鯨華,97,3,53,153,6,5,96,26,72,36,118,17,130,64
女,12,凱撒飯店連鎖,86,1,54,173,5,2,87,25,87,48,131,9,141,61
女,13,臺北鯨華,75,1,47,171,3,1,76,41,85,50,116,25,122,51
女,13,極速超跑,99,3,61,157,7,6,98,37,67,51,117,29,124,74
女,14,新北中纖,46,0,21,101,6,5,47,20,58,14,61,5,77,32
女,14,高雄台電,75,3,39,103,11,5,71,18,43,38,76,7,85,56
男,15,連莊排球隊,91,3,56,105,8,4,88,48,81,17,47,40,93,68
男,15,雲林美津濃,92,1,49,102,11,6,93,45,75,21,56,27,89,66
女,16,高雄台電,84,1,56,149,6,3,85,35,86,49,96,30,124,65
女,16,臺北鯨華,97,3,62,147,4,3,96,30,73,49,90,38,114,69
女,17,極速超跑,75,3,44,126,6,2,73,28,53,48,95,31,99,52
女,17,新北中纖,57,0,36,117,4,1,58,26,67,29,83,11,91,41
男,18,彰化三大有線,81,1,47,112,9,1,80,34,80,12,55,27,87,57
男,18,連莊排球隊,97,3,58,115,7,6,92,38,71,18,68,36,89,71
女,19,凱撒飯店連鎖,75,1,43,130,5,4,76,32,83,30,77,27,98,52
女,19,極速超跑,99,3,53,129,11,7,95,35,69,39,83,42,105,71
女,20,高雄台電,75,3,46,107,9,1,74,31,55,34,75,18,90,56
女,20,新北中纖,57,0,34,122,3,1,55,35,70,27,63,1,95,38
